"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"65-74 years"	"65-74"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2019"	"2019"	24165	31483433	767.546537889
	"65-74 years"	"65-74"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2020"	"2020"	26220	32549398	805.544852166
	"65-74 years"	"65-74"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2021 (provisional)"	"2021"	27039	32549398	830.706607846
	"65-74 years"	"65-74"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	975	30492316	31.975268786
	"65-74 years"	"65-74"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2019"	"2019"	994	31483433	31.572160507
	"65-74 years"	"65-74"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2020"	"2020"	1090	32549398	33.487562504
	"65-74 years"	"65-74"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2021 (provisional)"	"2021"	1136	32549398	34.900799087
	"65-74 years"	"65-74"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	48328	30492316	1584.923887054
	"65-74 years"	"65-74"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2019"	"2019"	49230	31483433	1563.679539013
	"65-74 years"	"65-74"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2020"	"2020"	54393	32549398	1671.090814030
	"65-74 years"	"65-74"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2021 (provisional)"	"2021"	55760	32549398	1713.088518565
	"65-74 years"	"65-74"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	15390	30492316	504.717319603
	"65-74 years"	"65-74"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2019"	"2019"	16036	31483433	509.347249393
	"65-74 years"	"65-74"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2020"	"2020"	19330	32549398	593.866590098
	"65-74 years"	"65-74"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2021 (provisional)"	"2021"	20677	32549398	635.249843945
	"65-74 years"	"65-74"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	32938	30492316	1080.206567451
	"65-74 years"	"65-74"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2019"	"2019"	33194	31483433	1054.332289620
	"65-74 years"	"65-74"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2020"	"2020"	35063	32549398	1077.224223932
	"65-74 years"	"65-74"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2021 (provisional)"	"2021"	35083	32549398	1077.838674620
	"65-74 years"	"65-74"	"Other heart diseases (I26-I51)"	"GR113-064"	"2018"	"2018"	34889	30492316	1144.189900170
	"65-74 years"	"65-74"	"Other heart diseases (I26-I51)"	"GR113-064"	"2019"	"2019"	36347	31483433	1154.480199157
	"65-74 years"	"65-74"	"Other heart diseases (I26-I51)"	"GR113-064"	"2020"	"2020"	38617	32549398	1186.412111216
	"65-74 years"	"65-74"	"Other heart diseases (I26-I51)"	"GR113-064"	"2021 (provisional)"	"2021"	40712	32549398	1250.775820800
	"65-74 years"	"65-74"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2018"	"2018"	339	30492316	11.117554993
	"65-74 years"	"65-74"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2019"	"2019"	361	31483433	11.466348031
	"65-74 years"	"65-74"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2020"	"2020"	386	32549398	11.858898281
	"65-74 years"	"65-74"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2021 (provisional)"	"2021"	381	32549398	11.705285609
	"65-74 years"	"65-74"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2018"	"2018"	220	30492316	7.214932444
	"65-74 years"	"65-74"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2019"	"2019"	221	31483433	7.019564861
	"65-74 years"	"65-74"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2020"	"2020"	213	32549398	6.543899829
	"65-74 years"	"65-74"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2021 (provisional)"	"2021"	250	32549398	7.680633602
	"65-74 years"	"65-74"	"Heart failure (I50)"	"GR113-067"	"2018"	"2018"	10500	30492316	344.349048462
	"65-74 years"	"65-74"	"Heart failure (I50)"	"GR113-067"	"2019"	"2019"	11205	31483433	355.901467289
	"65-74 years"	"65-74"	"Heart failure (I50)"	"GR113-067"	"2020"	"2020"	11881	32549398	365.014431296
	"65-74 years"	"65-74"	"Heart failure (I50)"	"GR113-067"	"2021 (provisional)"	"2021"	12444	32549398	382.311218167
	"65-74 years"	"65-74"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2018"	"2018"	23830	30492316	781.508364271
	"65-74 years"	"65-74"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2019"	"2019"	24560	31483433	780.092818976
	"65-74 years"	"65-74"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2020"	"2020"	26137	32549398	802.994881810
	"65-74 years"	"65-74"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2021 (provisional)"	"2021"	27637	32549398	849.078683421
	"65-74 years"	"65-74"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2018"	"2018"	6164	30492316	202.149289021
	"65-74 years"	"65-74"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2019"	"2019"	6583	31483433	209.094097203
	"65-74 years"	"65-74"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2020"	"2020"	7766	32549398	238.591202209
	"65-74 years"	"65-74"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2021 (provisional)"	"2021"	8369	32549398	257.116890457
	"65-74 years"	"65-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2018"	"2018"	23414	30492316	767.865582923
	"65-74 years"	"65-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2019"	"2019"	24051	31483433	763.925585879
	"65-74 years"	"65-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2020"	"2020"	26363	32549398	809.938174586
	"65-74 years"	"65-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2021 (provisional)"	"2021"	28327	32549398	870.277232163
	"65-74 years"	"65-74"	"#Atherosclerosis (I70)"	"GR113-071"	"2018"	"2018"	653	30492316	21.415231300
	"65-74 years"	"65-74"	"#Atherosclerosis (I70)"	"GR113-071"	"2019"	"2019"	666	31483433	21.153982795
	"65-74 years"	"65-74"	"#Atherosclerosis (I70)"	"GR113-071"	"2020"	"2020"	726	32549398	22.304559980
	"65-74 years"	"65-74"	"#Atherosclerosis (I70)"	"GR113-071"	"2021 (provisional)"	"2021"	693	32549398	21.290716344
	"65-74 years"	"65-74"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2018"	"2018"	4196	30492316	137.608438795
	"65-74 years"	"65-74"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2019"	"2019"	4365	31483433	138.644346695
	"65-74 years"	"65-74"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2020"	"2020"	4408	32549398	135.424931668
	"65-74 years"	"65-74"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2021 (provisional)"	"2021"	4891	32549398	150.263915787
	"65-74 years"	"65-74"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2018"	"2018"	2169	30492316	71.132674868
	"65-74 years"	"65-74"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2019"	"2019"	2215	31483433	70.354462298
	"65-74 years"	"65-74"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2020"	"2020"	2148	32549398	65.992003907
	"65-74 years"	"65-74"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2021 (provisional)"	"2021"	2422	32549398	74.409978335
	"65-74 years"	"65-74"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2018"	"2018"	2027	30492316	66.475763927
	"65-74 years"	"65-74"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2019"	"2019"	2150	31483433	68.289884397
	"65-74 years"	"65-74"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2020"	"2020"	2260	32549398	69.432927761
	"65-74 years"	"65-74"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2021 (provisional)"	"2021"	2469	32549398	75.853937452
	"65-74 years"	"65-74"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2018"	"2018"	898	30492316	29.450042430
	"65-74 years"	"65-74"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2019"	"2019"	948	31483433	30.111074609
	"65-74 years"	"65-74"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2020"	"2020"	1087	32549398	33.395394901
	"65-74 years"	"65-74"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2021 (provisional)"	"2021"	1140	32549398	35.023689225
	"65-74 years"	"65-74"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2018"	"2018"	9676	30492316	317.325846944
	"65-74 years"	"65-74"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2019"	"2019"	8603	31483433	273.254825800
	"65-74 years"	"65-74"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2020"	"2020"	10460	32549398	321.357709903
	"65-74 years"	"65-74"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2021 (provisional)"	"2021"	8521	32549398	261.786715687
	"65-74 years"	"65-74"	"Influenza (J09-J11)"	"GR113-077"	"2018"	"2018"	1704	30492316	55.882931293
	"65-74 years"	"65-74"	"Influenza (J09-J11)"	"GR113-077"	"2019"	"2019"	1112	31483433	35.320163465
	"65-74 years"	"65-74"	"Influenza (J09-J11)"	"GR113-077"	"2020"	"2020"	1206	32549398	37.051376496
	"65-74 years"	"65-74"	"Influenza (J09-J11)"	"GR113-077"	"2021 (provisional)"	"2021"	149	32549398	4.577657627
	"65-74 years"	"65-74"	"Pneumonia (J12-J18)"	"GR113-078"	"2018"	"2018"	7972	30492316	261.442915651
	"65-74 years"	"65-74"	"Pneumonia (J12-J18)"	"GR113-078"	"2019"	"2019"	7491	31483433	237.934662335
	"65-74 years"	"65-74"	"Pneumonia (J12-J18)"	"GR113-078"	"2020"	"2020"	9254	32549398	284.306333408
	"65-74 years"	"65-74"	"Pneumonia (J12-J18)"	"GR113-078"	"2021 (provisional)"	"2021"	8372	32549398	257.209058060
	"65-74 years"	"65-74"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2018"	"2018"	36	30492316	1.180625309
	"65-74 years"	"65-74"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2019"	"2019"	26	31483433	0.825831160
	"65-74 years"	"65-74"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2020"	"2020"	45	32549398	1.382514048
	"65-74 years"	"65-74"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2021 (provisional)"	"2021"	35	32549398	1.075288704
	"65-74 years"	"65-74"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2018"	"2018"	22	30492316	0.721493244
	"65-74 years"	"65-74"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2019"	"2019"	17	31483433	Unreliable
	"65-74 years"	"65-74"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2020"	"2020"	18	32549398	Unreliable
	"65-74 years"	"65-74"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2021 (provisional)"	"2021"	22	32549398	0.675895757
	"65-74 years"	"65-74"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2018"	"2018"	14	30492316	Unreliable
	"65-74 years"	"65-74"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2019"	"2019"	Suppressed	31483433	Suppressed
	"65-74 years"	"65-74"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2020"	"2020"	27	32549398	0.829508429
	"65-74 years"	"65-74"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2021 (provisional)"	"2021"	13	32549398	Unreliable
	"65-74 years"	"65-74"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2018"	"2018"	39221	30492316	1286.258479021
	"65-74 years"	"65-74"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2019"	"2019"	39238	31483433	1246.306271619
	"65-74 years"	"65-74"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2020"	"2020"	38559	32549398	1184.630204221
	"65-74 years"	"65-74"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2021 (provisional)"	"2021"	37932	32549398	1165.367175147
	"65-74 years"	"65-74"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2018"	"2018"	67	30492316	2.197274881
	"65-74 years"	"65-74"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2019"	"2019"	78	31483433	2.477493481
	"65-74 years"	"65-74"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2020"	"2020"	83	32549398	2.549970356
	"65-74 years"	"65-74"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2021 (provisional)"	"2021"	75	32549398	2.304190081
	"65-74 years"	"65-74"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	1950	30492316	63.950537571
	"65-74 years"	"65-74"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	2045	31483433	64.954797020
	"65-74 years"	"65-74"	"Emphysema (J43)"	"GR113-084"	"2020"	"2020"	2053	32549398	63.073363139
	"65-74 years"	"65-74"	"Emphysema (J43)"	"GR113-084"	"2021 (provisional)"	"2021"	2133	32549398	65.531165891
	"65-74 years"	"65-74"	"Asthma (J45-J46)"	"GR113-085"	"2018"	"2018"	520	30492316	17.053476686
	"65-74 years"	"65-74"	"Asthma (J45-J46)"	"GR113-085"	"2019"	"2019"	503	31483433	15.976656675
	"65-74 years"	"65-74"	"Asthma (J45-J46)"	"GR113-085"	"2020"	"2020"	607	32549398	18.648578385
	"65-74 years"	"65-74"	"Asthma (J45-J46)"	"GR113-085"	"2021 (provisional)"	"2021"	579	32549398	17.788347422
	"65-74 years"	"65-74"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	36684	30492316	1203.057189884
	"65-74 years"	"65-74"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2019"	"2019"	36612	31483433	1162.897324444
	"65-74 years"	"65-74"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2020"	"2020"	35816	32549398	1100.358292341
	"65-74 years"	"65-74"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2021 (provisional)"	"2021"	35145	32549398	1079.743471753
	"65-74 years"	"65-74"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2018"	"2018"	132	30492316	4.328959466
	"65-74 years"	"65-74"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2019"	"2019"	112	31483433	3.557426536
	"65-74 years"	"65-74"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2020"	"2020"	126	32549398	3.871039335
	"65-74 years"	"65-74"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2021 (provisional)"	"2021"	123	32549398	3.778871732
	"65-74 years"	"65-74"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	3007	30492316	98.615008450
	"65-74 years"	"65-74"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2019"	"2019"	3042	31483433	96.622245738
	"65-74 years"	"65-74"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2020"	"2020"	3229	32549398	99.203063602
	"65-74 years"	"65-74"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2021 (provisional)"	"2021"	3758	32549398	115.455284304
	"65-74 years"	"65-74"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	9845	30492316	322.868226867
	"65-74 years"	"65-74"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2019"	"2019"	9871	31483433	313.529976226
	"65-74 years"	"65-74"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2020"	"2020"	10421	32549398	320.159531061
	"65-74 years"	"65-74"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2021 (provisional)"	"2021"	10773	32549398	330.973863172
	"65-74 years"	"65-74"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	650	30492316	21.316845857
	"65-74 years"	"65-74"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2019"	"2019"	755	31483433	23.980866381
	"65-74 years"	"65-74"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2020"	"2020"	901	32549398	27.681003501
	"65-74 years"	"65-74"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2021 (provisional)"	"2021"	928	32549398	28.510511930
	"65-74 years"	"65-74"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2018"	"2018"	70	30492316	2.295660323
	"65-74 years"	"65-74"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2019"	"2019"	77	31483433	2.445730743
	"65-74 years"	"65-74"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2020"	"2020"	86	32549398	2.642137959
	"65-74 years"	"65-74"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2021 (provisional)"	"2021"	96	32549398	2.949363303
	"65-74 years"	"65-74"	"#Hernia (K40-K46)"	"GR113-092"	"2018"	"2018"	404	30492316	13.249239579
	"65-74 years"	"65-74"	"#Hernia (K40-K46)"	"GR113-092"	"2019"	"2019"	404	31483433	12.832145719
	"65-74 years"	"65-74"	"#Hernia (K40-K46)"	"GR113-092"	"2020"	"2020"	378	32549398	11.613118006
	"65-74 years"	"65-74"	"#Hernia (K40-K46)"	"GR113-092"	"2021 (provisional)"	"2021"	478	32549398	14.685371447
	"65-74 years"	"65-74"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2018"	"2018"	9907	30492316	324.901526011
	"65-74 years"	"65-74"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2019"	"2019"	10411	31483433	330.681854168
	"65-74 years"	"65-74"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2020"	"2020"	11895	32549398	365.444546778
	"65-74 years"	"65-74"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2021 (provisional)"	"2021"	12934	32549398	397.365260027
	"65-74 years"	"65-74"	"Alcoholic liver disease (K70)"	"GR113-094"	"2018"	"2018"	4382	30492316	143.708336225
	"65-74 years"	"65-74"	"Alcoholic liver disease (K70)"	"GR113-094"	"2019"	"2019"	4536	31483433	144.075774710
	"65-74 years"	"65-74"	"Alcoholic liver disease (K70)"	"GR113-094"	"2020"	"2020"	5524	32549398	169.711280067
	"65-74 years"	"65-74"	"Alcoholic liver disease (K70)"	"GR113-094"	"2021 (provisional)"	"2021"	6140	32549398	188.636361262
	"65-74 years"	"65-74"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2018"	"2018"	5525	30492316	181.193189786
	"65-74 years"	"65-74"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2019"	"2019"	5875	31483433	186.606079458
	"65-74 years"	"65-74"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2020"	"2020"	6371	32549398	195.733266711
	"65-74 years"	"65-74"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2021 (provisional)"	"2021"	6794	32549398	208.728898765
	"65-74 years"	"65-74"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2018"	"2018"	653	30492316	21.415231300
	"65-74 years"	"65-74"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2019"	"2019"	685	31483433	21.757474796
	"65-74 years"	"65-74"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2020"	"2020"	737	32549398	22.642507858
	"65-74 years"	"65-74"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2021 (provisional)"	"2021"	958	32549398	29.432187962
	"65-74 years"	"65-74"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2018"	"2018"	10841	30492316	355.532193750
	"65-74 years"	"65-74"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2019"	"2019"	10938	31483433	347.420816529
	"65-74 years"	"65-74"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2020"	"2020"	11461	32549398	352.110966845
	"65-74 years"	"65-74"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2021 (provisional)"	"2021"	12245	32549398	376.197433820
	"65-74 years"	"65-74"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2018"	"2018"	124	30492316	4.066598287
	"65-74 years"	"65-74"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2019"	"2019"	107	31483433	3.398612851
	"65-74 years"	"65-74"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2020"	"2020"	143	32549398	4.393322420
	"65-74 years"	"65-74"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2021 (provisional)"	"2021"	155	32549398	4.761992833
	"65-74 years"	"65-74"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2018"	"2018"	61	30492316	2.000503996
	"65-74 years"	"65-74"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2019"	"2019"	70	31483433	2.223391585
	"65-74 years"	"65-74"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2020"	"2020"	64	32549398	1.966242202
	"65-74 years"	"65-74"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2021 (provisional)"	"2021"	71	32549398	2.181299943
	"65-74 years"	"65-74"	"Renal failure (N17-N19)"	"GR113-100"	"2018"	"2018"	10651	30492316	349.301115730
	"65-74 years"	"65-74"	"Renal failure (N17-N19)"	"GR113-100"	"2019"	"2019"	10753	31483433	341.544710197
	"65-74 years"	"65-74"	"Renal failure (N17-N19)"	"GR113-100"	"2020"	"2020"	11249	32549398	345.597789551
	"65-74 years"	"65-74"	"Renal failure (N17-N19)"	"GR113-100"	"2021 (provisional)"	"2021"	12013	32549398	369.069805838
	"65-74 years"	"65-74"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2018"	"2018"	Suppressed	30492316	Suppressed
	"65-74 years"	"65-74"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2019"	"2019"	Suppressed	31483433	Suppressed
	"65-74 years"	"65-74"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2020"	"2020"	Suppressed	32549398	Suppressed
	"65-74 years"	"65-74"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2021 (provisional)"	"2021"	Suppressed	32549398	Suppressed
	"65-74 years"	"65-74"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2018"	"2018"	168	30492316	5.509584775
	"65-74 years"	"65-74"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2019"	"2019"	187	31483433	5.939631806
	"65-74 years"	"65-74"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2020"	"2020"	257	32549398	7.895691343
	"65-74 years"	"65-74"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2021 (provisional)"	"2021"	291	32549398	8.940257513
	"65-74 years"	"65-74"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2018"	"2018"	67	30492316	2.197274881
	"65-74 years"	"65-74"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2019"	"2019"	76	31483433	2.413968007
	"65-74 years"	"65-74"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2020"	"2020"	90	32549398	2.765028097
	"65-74 years"	"65-74"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2021 (provisional)"	"2021"	96	32549398	2.949363303
	"65-74 years"	"65-74"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2018"	"2018"	36	30492316	1.180625309
	"65-74 years"	"65-74"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2019"	"2019"	24	31483433	0.762305686
	"65-74 years"	"65-74"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2020"	"2020"	40	32549398	1.228901376
	"65-74 years"	"65-74"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2021 (provisional)"	"2021"	51	32549398	1.566849255
	"65-74 years"	"65-74"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"2018"	"2018"	Suppressed	30492316	Suppressed
	"65-74 years"	"65-74"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"2019"	"2019"	Suppressed	31483433	Suppressed
	"65-74 years"	"65-74"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"2020"	"2020"	Suppressed	32549398	Suppressed
	"65-74 years"	"65-74"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"2021 (provisional)"	"2021"	Suppressed	32549398	Suppressed
	"65-74 years"	"65-74"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2018"	"2018"	Suppressed	30492316	Suppressed
	"65-74 years"	"65-74"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2019"	"2019"	Suppressed	31483433	Suppressed
	"65-74 years"	"65-74"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2020"	"2020"	Suppressed	32549398	Suppressed
	"65-74 years"	"65-74"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2021 (provisional)"	"2021"	Suppressed	32549398	Suppressed
	"65-74 years"	"65-74"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2018"	"2018"	Suppressed	30492316	Suppressed
