"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"85+ years"	"85+"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2021 (provisional)"	"2021"	1213	5208813	232.874553185
	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	15194	5201152	2921.275901954
	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	16359	5217434	3135.449341573
	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	"2020"	"2020"	18624	5208813	3575.478712713
	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	"2021 (provisional)"	"2021"	19340	5208813	3712.938053257
	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	3308	5201152	636.012944824
	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2019"	"2019"	4062	5217434	778.543628918
	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2020"	"2020"	4845	5208813	930.154336506
	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2021 (provisional)"	"2021"	5542	5208813	1063.966012986
	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2018"	"2018"	107570	5201152	20681.956612689
	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2019"	"2019"	104439	5217434	20017.311191670
	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2020"	"2020"	104261	5208813	20016.268581729
	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2021 (provisional)"	"2021"	98318	5208813	18875.317658745
	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2018"	"2018"	24881	5201152	4783.747908156
	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2019"	"2019"	23571	5217434	4517.738029844
	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2020"	"2020"	22445	5208813	4309.043154362
	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2021 (provisional)"	"2021"	22055	5208813	4234.170049875
	"85+ years"	"85+"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	1037	5201152	199.378906827
	"85+ years"	"85+"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2019"	"2019"	1074	5217434	205.848315475
	"85+ years"	"85+"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2020"	"2020"	981	5208813	188.334655132
	"85+ years"	"85+"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2021 (provisional)"	"2021"	1002	5208813	192.366283835
	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	81652	5201152	15698.829797706
	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2019"	"2019"	79794	5217434	15293.724846352
	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2020"	"2020"	80835	5208813	15518.890772235
	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2021 (provisional)"	"2021"	75261	5208813	14448.781325035
	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	12765	5201152	2454.263978442
	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2019"	"2019"	12623	5217434	2419.388534671
	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2020"	"2020"	13934	5208813	2675.081635682
	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2021 (provisional)"	"2021"	13125	5208813	2519.767939452
	"85+ years"	"85+"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	68887	5201152	13244.565819265
	"85+ years"	"85+"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2019"	"2019"	67171	5217434	12874.336311681
	"85+ years"	"85+"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2020"	"2020"	66901	5208813	12843.809136554
	"85+ years"	"85+"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2021 (provisional)"	"2021"	62136	5208813	11929.013385583
	"85+ years"	"85+"	"Other heart diseases (I26-I51)"	"GR113-064"	"2018"	"2018"	87523	5201152	16827.618189201
	"85+ years"	"85+"	"Other heart diseases (I26-I51)"	"GR113-064"	"2019"	"2019"	87388	5217434	16749.229602138
	"85+ years"	"85+"	"Other heart diseases (I26-I51)"	"GR113-064"	"2020"	"2020"	83626	5208813	16054.713425112
	"85+ years"	"85+"	"Other heart diseases (I26-I51)"	"GR113-064"	"2021 (provisional)"	"2021"	80603	5208813	15474.350874182
	"85+ years"	"85+"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2018"	"2018"	144	5201152	27.686174140
	"85+ years"	"85+"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2019"	"2019"	150	5217434	28.749764731
	"85+ years"	"85+"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2020"	"2020"	158	5208813	30.333206433
	"85+ years"	"85+"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2021 (provisional)"	"2021"	145	5208813	27.837436284
	"85+ years"	"85+"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2018"	"2018"	130	5201152	24.994462765
	"85+ years"	"85+"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2019"	"2019"	141	5217434	27.024778847
	"85+ years"	"85+"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2020"	"2020"	154	5208813	29.565277156
	"85+ years"	"85+"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2021 (provisional)"	"2021"	210	5208813	40.316287031
	"85+ years"	"85+"	"Heart failure (I50)"	"GR113-067"	"2018"	"2018"	39859	5201152	7663.494548900
	"85+ years"	"85+"	"Heart failure (I50)"	"GR113-067"	"2019"	"2019"	40298	5217434	7723.720127557
	"85+ years"	"85+"	"Heart failure (I50)"	"GR113-067"	"2020"	"2020"	38206	5208813	7334.876487215
	"85+ years"	"85+"	"Heart failure (I50)"	"GR113-067"	"2021 (provisional)"	"2021"	36207	5208813	6951.103831142
	"85+ years"	"85+"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2018"	"2018"	47390	5201152	9111.443003396
	"85+ years"	"85+"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2019"	"2019"	46799	5217434	8969.734931003
	"85+ years"	"85+"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2020"	"2020"	45108	5208813	8659.938454308
	"85+ years"	"85+"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2021 (provisional)"	"2021"	44041	5208813	8455.093319726
	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2018"	"2018"	11604	5201152	2231.044199439
	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2019"	"2019"	11417	5217434	2188.240426232
	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2020"	"2020"	12434	5208813	2387.108156887
	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2021 (provisional)"	"2021"	12229	5208813	2347.751781452
	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2018"	"2018"	52947	5201152	10179.860154058
	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2019"	"2019"	52341	5217434	10031.942905267
	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2020"	"2020"	54094	5208813	10385.091574606
	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2021 (provisional)"	"2021"	52881	5208813	10152.217021421
	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	"2018"	"2018"	2285	5201152	439.325749372
	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	"2019"	"2019"	1860	5217434	356.497082665
	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	"2020"	"2020"	1911	5208813	366.878211984
	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	"2021 (provisional)"	"2021"	1655	5208813	317.730738270
	"85+ years"	"85+"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2018"	"2018"	5107	5201152	981.897856475
	"85+ years"	"85+"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2019"	"2019"	4931	5217434	945.100599260
	"85+ years"	"85+"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2020"	"2020"	4576	5208813	878.511092642
	"85+ years"	"85+"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2021 (provisional)"	"2021"	4579	5208813	879.087039600
	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2018"	"2018"	2212	5201152	425.290397204
	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2019"	"2019"	2082	5217434	399.046734468
	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2020"	"2020"	1917	5208813	368.030105899
	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2021 (provisional)"	"2021"	1950	5208813	374.365522433
	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2018"	"2018"	2895	5201152	556.607459271
	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2019"	"2019"	2849	5217434	546.053864793
	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2020"	"2020"	2659	5208813	510.480986743
	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2021 (provisional)"	"2021"	2629	5208813	504.721517167
	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2018"	"2018"	750	5201152	144.198823645
	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2019"	"2019"	699	5217434	133.973903647
	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2020"	"2020"	694	5208813	133.235729522
	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2021 (provisional)"	"2021"	758	5208813	145.522597951
	"85+ years"	"85+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2018"	"2018"	20522	5201152	3945.664345130
	"85+ years"	"85+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2019"	"2019"	16089	5217434	3083.699765057
	"85+ years"	"85+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2020"	"2020"	14502	5208813	2784.127592985
	"85+ years"	"85+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2021 (provisional)"	"2021"	11128	5208813	2136.379248017
	"85+ years"	"85+"	"Influenza (J09-J11)"	"GR113-077"	"2018"	"2018"	3956	5201152	760.600728454
	"85+ years"	"85+"	"Influenza (J09-J11)"	"GR113-077"	"2019"	"2019"	1370	5217434	262.581184544
	"85+ years"	"85+"	"Influenza (J09-J11)"	"GR113-077"	"2020"	"2020"	1068	5208813	205.037116902
	"85+ years"	"85+"	"Influenza (J09-J11)"	"GR113-077"	"2021 (provisional)"	"2021"	108	5208813	20.734090473
	"85+ years"	"85+"	"Pneumonia (J12-J18)"	"GR113-078"	"2018"	"2018"	16566	5201152	3185.063616676
	"85+ years"	"85+"	"Pneumonia (J12-J18)"	"GR113-078"	"2019"	"2019"	14719	5217434	2821.118580513
	"85+ years"	"85+"	"Pneumonia (J12-J18)"	"GR113-078"	"2020"	"2020"	13434	5208813	2579.090476084
	"85+ years"	"85+"	"Pneumonia (J12-J18)"	"GR113-078"	"2021 (provisional)"	"2021"	11020	5208813	2115.645157544
	"85+ years"	"85+"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2018"	"2018"	111	5201152	21.341425899
	"85+ years"	"85+"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2019"	"2019"	97	5217434	18.591514526
	"85+ years"	"85+"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2020"	"2020"	91	5208813	17.470391047
	"85+ years"	"85+"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2021 (provisional)"	"2021"	35	5208813	6.719381172
	"85+ years"	"85+"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2018"	"2018"	83	5201152	15.958003150
	"85+ years"	"85+"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2019"	"2019"	70	5217434	13.416556874
	"85+ years"	"85+"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2020"	"2020"	52	5208813	9.983080598
	"85+ years"	"85+"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2021 (provisional)"	"2021"	20	5208813	3.839646384
	"85+ years"	"85+"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2018"	"2018"	28	5201152	5.383422749
	"85+ years"	"85+"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2019"	"2019"	27	5217434	5.174957652
	"85+ years"	"85+"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2020"	"2020"	39	5208813	7.487310449
	"85+ years"	"85+"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2021 (provisional)"	"2021"	15	5208813	Unreliable
	"85+ years"	"85+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2018"	"2018"	39399	5201152	7575.052603731
	"85+ years"	"85+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2019"	"2019"	38126	5217434	7307.423534251
	"85+ years"	"85+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2020"	"2020"	35472	5208813	6809.996826532
	"85+ years"	"85+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2021 (provisional)"	"2021"	31246	5208813	5998.679545609
	"85+ years"	"85+"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2018"	"2018"	169	5201152	32.492801595
	"85+ years"	"85+"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2019"	"2019"	150	5217434	28.749764731
	"85+ years"	"85+"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2020"	"2020"	138	5208813	26.493560049
	"85+ years"	"85+"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2021 (provisional)"	"2021"	90	5208813	17.278408728
	"85+ years"	"85+"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	1606	5201152	308.777747699
	"85+ years"	"85+"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	1437	5217434	275.422746124
	"85+ years"	"85+"	"Emphysema (J43)"	"GR113-084"	"2020"	"2020"	1493	5208813	286.629602560
	"85+ years"	"85+"	"Emphysema (J43)"	"GR113-084"	"2021 (provisional)"	"2021"	1460	5208813	280.294186027
	"85+ years"	"85+"	"Asthma (J45-J46)"	"GR113-085"	"2018"	"2018"	407	5201152	78.251894965
	"85+ years"	"85+"	"Asthma (J45-J46)"	"GR113-085"	"2019"	"2019"	414	5217434	79.349350658
	"85+ years"	"85+"	"Asthma (J45-J46)"	"GR113-085"	"2020"	"2020"	407	5208813	78.136803913
	"85+ years"	"85+"	"Asthma (J45-J46)"	"GR113-085"	"2021 (provisional)"	"2021"	336	5208813	64.506059250
	"85+ years"	"85+"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	37217	5201152	7155.530159472
	"85+ years"	"85+"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2019"	"2019"	36125	5217434	6923.901672738
	"85+ years"	"85+"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2020"	"2020"	33434	5208813	6418.736860010
	"85+ years"	"85+"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2021 (provisional)"	"2021"	29360	5208813	5636.600891604
	"85+ years"	"85+"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2018"	"2018"	222	5201152	42.682851799
	"85+ years"	"85+"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2019"	"2019"	221	5217434	42.357986704
	"85+ years"	"85+"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2020"	"2020"	181	5208813	34.748799775
	"85+ years"	"85+"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2021 (provisional)"	"2021"	175	5208813	33.596905859
	"85+ years"	"85+"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	7501	5201152	1442.180501550
	"85+ years"	"85+"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2019"	"2019"	7253	5217434	1390.146957297
	"85+ years"	"85+"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2020"	"2020"	6258	5208813	1201.425353531
	"85+ years"	"85+"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2021 (provisional)"	"2021"	6352	5208813	1219.471691535
	"85+ years"	"85+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	11033	5201152	2121.260828370
	"85+ years"	"85+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2019"	"2019"	11097	5217434	2126.907594806
	"85+ years"	"85+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2020"	"2020"	10600	5208813	2035.012583481
	"85+ years"	"85+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2021 (provisional)"	"2021"	10582	5208813	2031.556901736
	"85+ years"	"85+"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	791	5201152	152.081692671
	"85+ years"	"85+"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2019"	"2019"	784	5217434	150.265436994
	"85+ years"	"85+"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2020"	"2020"	780	5208813	149.746208973
	"85+ years"	"85+"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2021 (provisional)"	"2021"	772	5208813	148.210350420
	"85+ years"	"85+"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2018"	"2018"	81	5201152	15.573472954
	"85+ years"	"85+"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2019"	"2019"	83	5217434	15.908203151
	"85+ years"	"85+"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2020"	"2020"	73	5208813	14.014709301
	"85+ years"	"85+"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2021 (provisional)"	"2021"	75	5208813	14.398673940
	"85+ years"	"85+"	"#Hernia (K40-K46)"	"GR113-092"	"2018"	"2018"	812	5201152	156.119259733
	"85+ years"	"85+"	"#Hernia (K40-K46)"	"GR113-092"	"2019"	"2019"	751	5217434	143.940488754
	"85+ years"	"85+"	"#Hernia (K40-K46)"	"GR113-092"	"2020"	"2020"	718	5208813	137.843305183
	"85+ years"	"85+"	"#Hernia (K40-K46)"	"GR113-092"	"2021 (provisional)"	"2021"	776	5208813	148.978279696
	"85+ years"	"85+"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2018"	"2018"	1292	5201152	248.406506866
	"85+ years"	"85+"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2019"	"2019"	1358	5217434	260.281203366
	"85+ years"	"85+"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2020"	"2020"	1383	5208813	265.511547448
	"85+ years"	"85+"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2021 (provisional)"	"2021"	1399	5208813	268.583264556
	"85+ years"	"85+"	"Alcoholic liver disease (K70)"	"GR113-094"	"2018"	"2018"	156	5201152	29.993355318
	"85+ years"	"85+"	"Alcoholic liver disease (K70)"	"GR113-094"	"2019"	"2019"	163	5217434	31.241411008
	"85+ years"	"85+"	"Alcoholic liver disease (K70)"	"GR113-094"	"2020"	"2020"	170	5208813	32.636994263
	"85+ years"	"85+"	"Alcoholic liver disease (K70)"	"GR113-094"	"2021 (provisional)"	"2021"	196	5208813	37.628534563
	"85+ years"	"85+"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2018"	"2018"	1136	5201152	218.413151548
	"85+ years"	"85+"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2019"	"2019"	1195	5217434	229.039792358
	"85+ years"	"85+"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2020"	"2020"	1213	5208813	232.874553185
	"85+ years"	"85+"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2021 (provisional)"	"2021"	1203	5208813	230.954729993
	"85+ years"	"85+"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2018"	"2018"	1309	5201152	251.675013535
	"85+ years"	"85+"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2019"	"2019"	1320	5217434	252.997929634
	"85+ years"	"85+"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2020"	"2020"	1230	5208813	236.138252612
	"85+ years"	"85+"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2021 (provisional)"	"2021"	1338	5208813	256.872343085
	"85+ years"	"85+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2018"	"2018"	13358	5201152	2568.277181670
	"85+ years"	"85+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2019"	"2019"	13014	5217434	2494.329588070
	"85+ years"	"85+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2020"	"2020"	12831	5208813	2463.325137608
	"85+ years"	"85+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2021 (provisional)"	"2021"	12490	5208813	2397.859166762
	"85+ years"	"85+"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2018"	"2018"	196	5201152	37.683959246
	"85+ years"	"85+"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2019"	"2019"	249	5217434	47.724609454
	"85+ years"	"85+"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2020"	"2020"	211	5208813	40.508269350
	"85+ years"	"85+"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	"2021 (provisional)"	"2021"	215	5208813	41.276198627
	"85+ years"	"85+"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2018"	"2018"	41	5201152	7.882869026
	"85+ years"	"85+"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2019"	"2019"	47	5217434	9.008259616
	"85+ years"	"85+"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2020"	"2020"	33	5208813	6.335416534
	"85+ years"	"85+"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	"2021 (provisional)"	"2021"	31	5208813	5.951451895
	"85+ years"	"85+"	"Renal failure (N17-N19)"	"GR113-100"	"2018"	"2018"	13119	5201152	2522.325823202
	"85+ years"	"85+"	"Renal failure (N17-N19)"	"GR113-100"	"2019"	"2019"	12716	5217434	2437.213388804
	"85+ years"	"85+"	"Renal failure (N17-N19)"	"GR113-100"	"2020"	"2020"	12581	5208813	2415.329557809
	"85+ years"	"85+"	"Renal failure (N17-N19)"	"GR113-100"	"2021 (provisional)"	"2021"	12242	5208813	2350.247551602
	"85+ years"	"85+"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2018"	"2018"	Suppressed	5201152	Suppressed
	"85+ years"	"85+"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2019"	"2019"	Suppressed	5217434	Suppressed
	"85+ years"	"85+"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2020"	"2020"	Suppressed	5208813	Suppressed
	"85+ years"	"85+"	"Other disorders of kidney (N25,N27)"	"GR113-101"	"2021 (provisional)"	"2021"	Suppressed	5208813	Suppressed
	"85+ years"	"85+"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2018"	"2018"	180	5201152	34.607717675
	"85+ years"	"85+"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2019"	"2019"	226	5217434	43.316312195
	"85+ years"	"85+"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2020"	"2020"	207	5208813	39.740340074
	"85+ years"	"85+"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"2021 (provisional)"	"2021"	222	5208813	42.620074862
	"85+ years"	"85+"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2018"	"2018"	274	5201152	52.680636905
	"85+ years"	"85+"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2019"	"2019"	322	5217434	61.716161623
	"85+ years"	"85+"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2020"	"2020"	329	5208813	63.162183016
	"85+ years"	"85+"	"#Hyperplasia of prostate (N40)"	"GR113-103"	"2021 (provisional)"	"2021"	287	5208813	55.098925609
	"85+ years"	"85+"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2018"	"2018"	31	5201152	5.960218044
	"85+ years"	"85+"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2019"	"2019"	30	5217434	5.749952946
	"85+ years"	"85+"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2020"	"2020"	20	5208813	3.839646384
	"85+ years"	"85+"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"2021 (provisional)"	"2021"	31	5208813	5.951451895
	"85+ years"	"85+"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"2018"	"2018"	Suppressed	5201152	Suppressed
